Id,DayOfWeek__c,DayOrder,EndTime__c,Name,Office__c,OfficeCode__c,PrimaryGroup__c,Route__c,SecondaryGroup__c,Sequence__c,ShiftPatternId,ShiftTemplateId,StartTime__c,TertiaryGroup__c,Type__c,WeekOfMonth__c,PrimaryGroup__r.Name,SecondaryGroup__r.Name,ShiftPattern.Name,ShiftTemplate.Name,TertiaryGroup__r.Name
1w2DO0000004HfsYAE,1,1,08:00:00.000Z,SPE-0480,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,3,1w1DO0000004CdTYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Permanent,2,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HebYAE,1,1,08:00:00.000Z,SPE-0401,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,2,1w1DO0000004CdTYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Permanent,1,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HecYAE,4,1,08:00:00.000Z,SPE-0402,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,24,1w1DO0000004CdTYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Permanent,5,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HedYAE,4,1,08:00:00.000Z,SPE-0403,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,20,1w1DO0000004CdTYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Permanent,1,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HeeYAE,3,1,08:00:00.000Z,SPE-0404,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,14,1w1DO0000004CdTYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Permanent,1,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HefYAE,2,1,08:00:00.000Z,SPE-0405,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,11,1w1DO0000004CdTYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Permanent,4,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HegYAE,5,1,08:00:00.000Z,SPE-0406,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,27,1w1DO0000004CdTYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Permanent,2,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HehYAE,5,1,08:00:00.000Z,SPE-0407,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,30,1w1DO0000004CdTYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Permanent,5,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HeiYAE,5,1,08:00:00.000Z,SPE-0408,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,28,1w1DO0000004CdTYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Permanent,3,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HejYAE,5,1,08:00:00.000Z,SPE-0409,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,29,1w1DO0000004CdTYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Permanent,4,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HekYAE,6,1,08:00:00.000Z,SPE-0410,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,34,1w1DO0000004CdTYAU,0iJDO0000004DBb2AM,08:00:00.000Z,1crDO000000H4mnYAC,Permanent,4,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,08:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HelYAE,2,1,16:00:00.000Z,SPE-0411,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,7,1w1DO0000004CdTYAU,0iJDO0000004DBa2AM,08:00:00.000Z,1crDO000000H4mnYAC,Permanent,,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,08:00 to 16:00,Mechanic3 OTIS-C006847
1w2DO0000004HemYAE,3,1,16:00:00.000Z,SPE-0412,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,13,1w1DO0000004CdTYAU,0iJDO0000004DBa2AM,08:00:00.000Z,1crDO000000H4mnYAC,Permanent,,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,08:00 to 16:00,Mechanic3 OTIS-C006847
1w2DO0000004HenYAE,5,1,16:00:00.000Z,SPE-0413,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,25,1w1DO0000004CdTYAU,0iJDO0000004DBa2AM,08:00:00.000Z,1crDO000000H4mnYAC,Permanent,,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,08:00 to 16:00,Mechanic3 OTIS-C006847
1w2DO0000004HeoYAE,2,1,08:00:00.000Z,SPE-0414,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,9,1w1DO0000004CdTYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Permanent,2,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HepYAE,2,1,08:00:00.000Z,SPE-0415,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,12,1w1DO0000004CdTYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Permanent,5,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HeqYAE,4,1,08:00:00.000Z,SPE-0416,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KN"" target=""_self"">CDH01</a>",1crDO000000GnlzYAC,21,1w1DO0000004CdTYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Permanent,2,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH01 Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HerYAE,1,1,08:00:00.000Z,SPE-0417,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,2,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,1,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HesYAE,4,1,08:00:00.000Z,SPE-0418,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,24,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,5,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HetYAE,4,1,08:00:00.000Z,SPE-0419,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,20,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,1,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HeuYAE,3,1,08:00:00.000Z,SPE-0420,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,14,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,1,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HevYAE,2,1,08:00:00.000Z,SPE-0421,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,11,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,4,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HewYAE,5,1,08:00:00.000Z,SPE-0422,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000H5sWYAS,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,27,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,2,Weekend Fri-Sat-Sun,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HexYAE,5,1,08:00:00.000Z,SPE-0423,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000H5sWYAS,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,30,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,5,Weekend Fri-Sat-Sun,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HeyYAE,5,1,08:00:00.000Z,SPE-0424,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000H5sWYAS,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,28,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,3,Weekend Fri-Sat-Sun,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004HezYAE,5,1,08:00:00.000Z,SPE-0425,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000H5sWYAS,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,29,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,4,Weekend Fri-Sat-Sun,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004Hf0YAE,6,1,08:00:00.000Z,SPE-0426,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000H5sWYAS,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,34,1w1DO0000004CdSYAU,0iJDO0000004DBb2AM,08:00:00.000Z,1crDO000000H4mnYAC,Temporary,4,Weekend Fri-Sat-Sun,Mechanic2 OTIS-C333333,CDH02- Base Day,08:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004Hf1YAE,2,1,16:00:00.000Z,SPE-0427,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,7,1w1DO0000004CdSYAU,0iJDO0000004DBa2AM,08:00:00.000Z,1crDO000000H4mnYAC,Permanent,,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH02- Base Day,08:00 to 16:00,Mechanic3 OTIS-C006847
1w2DO0000004Hf2YAE,3,1,16:00:00.000Z,SPE-0428,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,13,1w1DO0000004CdSYAU,0iJDO0000004DBa2AM,08:00:00.000Z,1crDO000000H4mnYAC,Permanent,,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH02- Base Day,08:00 to 16:00,Mechanic3 OTIS-C006847
1w2DO0000004Hf3YAE,5,1,16:00:00.000Z,SPE-0429,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000Gnm0YAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,25,1w1DO0000004CdSYAU,0iJDO0000004DBa2AM,08:00:00.000Z,1crDO000000H4mnYAC,Permanent,,Mechanic1 OTIS-N004111,Mechanic2 OTIS-C333333,CDH02- Base Day,08:00 to 16:00,Mechanic3 OTIS-C006847
1w2DO0000004Hf4YAE,2,1,08:00:00.000Z,SPE-0430,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,9,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,2,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004Hf5YAE,2,1,08:00:00.000Z,SPE-0431,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,12,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,5,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004Hf6YAE,4,1,08:00:00.000Z,SPE-0432,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,21,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,2,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
1w2DO0000004Hf7YAE,1,1,08:00:00.000Z,SPE-0433,"<a href=""/a0rDO0000004OXz"" target=""_self"">DEV HUB Office</a>","<a href=""/a0rDO0000004OXz"" target=""_self"">CDH</a>",1crDO000000GnlrYAC,"<a href=""/0HhDO000000L0KP"" target=""_self"">CDH02</a>",1crDO000000GnlzYAC,4,1w1DO0000004CdSYAU,0iJDO0000004DBZ2A2,16:00:00.000Z,1crDO000000H4mnYAC,Temporary,3,WeekNight Overtime Coverage,Mechanic2 OTIS-C333333,CDH02- Base Day,16:00 to 08:00,Mechanic3 OTIS-C006847
